gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,TotalServices,ChargePerService,ChargesTenureRatio,TotalChargesExpected,ChargesGap,IsNewCustomer,IsLoyalCustomer,TenureScore,IsMonthToMonth,IsElectronicCheck,NoOnlineSecurity,NoTechSupport,HighRiskProfile,ChurnProbability,ActualChurn,RiskTier
1,0,0,0,16,1,2,1,0,0,0,2,0,2,0,1,1,89.05,1448.6,4.0,17.81,5.238235294117647,1424.8,-23.799999999999955,0,0,2,1,0,1,0,0,0.69948494,1,High Risk
0,1,1,0,47,1,2,1,0,0,2,0,2,2,0,0,2,99.7,4747.2,5.0,16.616666666666667,2.0770833333333334,4685.900000000001,-61.29999999999927,0,0,3,1,1,1,1,1,0.6983237,0,High Risk
0,0,0,0,5,1,2,0,0,0,0,0,0,0,0,1,3,50.6,249.95,2.0,16.866666666666667,8.433333333333334,253.0,3.0500000000000114,1,0,0,1,0,1,1,0,0.69823265,1,High Risk
1,0,0,0,18,1,2,1,0,0,2,0,0,2,0,1,1,90.7,1597.25,4.0,18.14,4.773684210526316,1632.6000000000001,35.350000000000136,0,0,2,1,0,1,1,0,0.69747096,1,High Risk
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,19.45,19.45,1.0,9.725,9.725,19.45,0.0,1,0,0,1,1,0,0,0,0.6970806,0,High Risk
0,0,0,1,17,1,2,1,0,2,2,2,0,0,0,1,1,92.7,1556.85,5.0,15.450000000000001,5.15,1575.9,19.050000000000182,0,0,2,1,0,1,0,0,0.6970786,0,High Risk
0,1,0,0,42,1,2,1,0,2,2,0,2,2,0,1,0,104.75,4323.45,6.0,14.964285714285714,2.436046511627907,4399.5,76.05000000000018,0,0,3,1,0,1,1,0,0.6951542,1,High Risk
1,0,0,0,13,1,0,1,0,0,0,0,0,0,0,1,2,70.15,931.75,1.0,35.075,5.010714285714286,911.95,-19.799999999999955,0,0,2,1,1,1,1,1,0.694669,0,High Risk
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.25,20.25,1.0,10.125,10.125,20.25,0.0,1,0,0,1,0,0,0,0,0.6937857,0,High Risk
0,0,0,0,18,1,2,1,0,0,0,0,0,0,0,1,2,74.15,1345.75,2.0,24.71666666666667,3.9026315789473687,1334.7,-11.049999999999955,0,0,2,1,1,1,1,1,0.69307095,0,High Risk
1,0,0,0,13,1,0,1,0,0,0,0,0,2,0,1,2,80.85,1008.7,2.0,26.95,5.7749999999999995,1051.05,42.34999999999991,0,0,2,1,1,1,1,1,0.6929924,1,High Risk
0,0,0,0,7,1,0,1,0,2,0,0,2,2,1,1,3,94.05,633.45,4.0,18.81,11.75625,658.35,24.899999999999977,0,0,1,0,0,1,1,0,0.6927114,0,High Risk
0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,3,49.2,103.7,2.0,16.400000000000002,16.400000000000002,98.4,-5.299999999999997,1,0,0,1,0,1,1,0,0.692476,0,High Risk
1,0,0,0,22,1,2,1,2,0,0,0,2,2,0,1,0,101.35,2317.1,5.0,16.891666666666666,4.406521739130435,2229.7,-87.40000000000009,0,0,2,1,0,0,1,0,0.69162464,1,High Risk
0,0,0,0,11,1,0,0,0,0,0,0,2,2,0,1,2,64.9,716.1,3.0,16.225,5.408333333333334,713.9000000000001,-2.199999999999932,0,0,1,1,1,1,1,1,0.69073457,0,High Risk
1,0,1,0,33,1,2,1,0,2,2,0,0,2,0,1,2,93.35,3092.0,5.0,15.558333333333332,2.7455882352941177,3080.5499999999997,-11.450000000000273,0,0,3,1,1,1,1,1,0.69041955,0,High Risk
0,1,1,0,27,1,0,1,2,0,2,0,2,2,0,1,2,101.25,2754.45,5.0,16.875,3.6160714285714284,2733.75,-20.699999999999818,0,0,3,1,1,0,1,0,0.68809664,1,High Risk
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.15,20.15,1.0,10.075,10.075,20.15,0.0,1,0,0,1,0,0,0,0,0.6879136,1,High Risk
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,19.75,19.75,1.0,9.875,9.875,19.75,0.0,1,0,0,1,1,0,0,0,0.68573517,0,High Risk
1,1,0,0,57,1,2,1,0,2,0,2,2,2,0,1,0,104.9,5913.95,6.0,14.985714285714286,1.8086206896551724,5979.3,65.35000000000036,0,1,4,1,0,1,0,0,0.68312854,0,High Risk
0,1,0,0,7,1,0,0,2,0,0,0,0,0,0,1,2,48.2,340.35,2.0,16.066666666666666,6.025,337.40000000000003,-2.9499999999999886,0,0,1,1,1,0,1,0,0.6823832,0,High Risk
0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,2,19.45,19.45,1.0,9.725,9.725,19.45,0.0,1,0,0,1,1,0,0,0,0.681634,0,High Risk
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.45,19.45,1.0,9.725,9.725,19.45,0.0,1,0,0,1,0,0,0,0,0.6802958,0,High Risk
0,0,0,0,12,1,2,1,2,0,0,0,0,0,0,1,2,78.95,927.35,3.0,19.7375,6.073076923076924,947.4000000000001,20.050000000000068,0,0,1,1,1,0,1,0,0.6796519,1,High Risk
0,0,1,1,7,1,2,0,0,0,0,0,0,0,0,0,2,48.8,349.8,2.0,16.266666666666666,6.1,341.59999999999997,-8.200000000000045,0,0,1,1,1,1,1,1,0.67804486,0,High Risk
0,0,0,0,15,1,0,1,0,0,2,0,2,2,0,1,1,94.0,1505.45,4.0,18.8,5.875,1410.0,-95.45000000000005,0,0,2,1,0,1,1,0,0.676929,0,High Risk
1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,44.9,111.05,1.0,22.45,14.966666666666667,89.8,-21.25,1,0,0,1,0,1,1,0,0.6753496,0,High Risk
0,0,0,0,2,1,2,0,0,2,0,0,0,0,0,0,3,54.15,101.65,3.0,13.5375,18.05,108.3,6.6499999999999915,1,0,0,1,0,1,1,0,0.6751175,0,High Risk
1,0,0,0,11,1,0,1,0,0,2,0,0,2,0,0,2,84.8,888.75,3.0,21.2,7.066666666666666,932.8,44.049999999999955,0,0,1,1,1,1,1,1,0.6750433,0,High Risk
0,1,1,0,37,1,2,1,0,0,0,0,0,0,0,1,2,76.5,2868.15,2.0,25.5,2.013157894736842,2830.5,-37.65000000000009,0,0,3,1,1,1,1,1,0.673878,1,High Risk
0,0,0,0,19,1,0,0,0,0,0,0,0,2,0,1,2,56.2,1093.4,2.0,18.733333333333334,2.81,1067.8,-25.600000000000136,0,0,2,1,1,1,1,1,0.6734989,0,High Risk
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.8,19.8,1.0,9.9,9.9,19.8,0.0,1,0,0,1,0,0,0,0,0.67176247,1,High Risk
1,1,0,0,34,1,0,1,0,0,0,0,0,0,0,0,1,69.15,2275.1,1.0,34.575,1.975714285714286,2351.1000000000004,76.00000000000045,0,0,3,1,0,1,1,0,0.6692836,0,High Risk
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.75,19.75,1.0,9.875,9.875,19.75,0.0,1,0,0,1,0,0,0,0,0.6685398,1,High Risk
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.75,19.75,1.0,9.875,9.875,19.75,0.0,1,0,0,1,0,0,0,0,0.6685398,0,High Risk
1,0,1,0,48,1,2,1,2,2,2,0,2,2,0,1,0,111.45,5315.1,7.0,13.93125,2.274489795918367,5349.6,34.5,0,1,3,1,0,0,1,0,0.6679041,0,High Risk
0,0,0,1,46,1,0,1,0,2,2,0,2,2,0,1,2,99.8,4391.25,5.0,16.633333333333333,2.123404255319149,4590.8,199.55000000000018,0,0,3,1,1,1,1,1,0.66777694,0,High Risk
1,0,0,0,31,1,0,1,0,2,0,0,2,2,0,1,2,94.5,2979.2,4.0,18.9,2.953125,2929.5,-49.69999999999982,0,0,3,1,1,1,1,1,0.6676947,0,High Risk
0,0,1,0,46,1,2,1,0,2,0,2,2,2,1,1,2,103.15,4594.65,6.0,14.735714285714286,2.19468085106383,4744.900000000001,150.2500000000009,0,0,3,0,1,1,0,0,0.6667128,0,High Risk
0,1,1,0,34,1,2,1,0,2,2,0,0,2,0,1,2,94.25,3217.55,5.0,15.708333333333334,2.692857142857143,3204.5,-13.050000000000182,0,0,3,1,1,1,1,1,0.6654918,1,High Risk
1,0,0,0,17,1,0,1,0,0,2,0,0,0,0,1,2,76.65,1313.55,2.0,25.55,4.258333333333334,1303.0500000000002,-10.499999999999773,0,0,2,1,1,1,1,1,0.6649436,1,High Risk
1,1,0,0,32,1,2,1,0,0,2,0,0,0,0,1,1,81.1,2619.25,3.0,20.275,2.4575757575757575,2595.2,-24.050000000000182,0,0,3,1,0,1,1,0,0.66296935,0,High Risk
1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,2,49.3,49.3,2.0,16.433333333333334,24.65,49.3,0.0,1,0,0,1,1,1,0,1,0.6629652,0,High Risk
1,0,1,1,20,1,0,1,0,0,0,0,2,2,0,1,2,90.2,1776.55,3.0,22.55,4.295238095238095,1804.0,27.450000000000045,0,0,2,1,1,1,1,1,0.6628543,1,High Risk
1,1,1,0,17,1,2,1,0,0,2,0,2,2,0,1,1,100.45,1622.45,5.0,16.741666666666667,5.580555555555556,1707.65,85.20000000000005,0,0,2,1,0,1,1,0,0.66277206,1,High Risk
0,0,0,0,18,1,0,1,2,0,0,0,2,2,0,1,2,96.05,1740.7,4.0,19.21,5.0552631578947365,1728.8999999999999,-11.800000000000182,0,0,2,1,1,0,1,0,0.660726,1,High Risk
1,0,0,0,35,1,2,1,0,0,0,0,2,0,0,0,2,83.15,2848.45,3.0,20.7875,2.3097222222222222,2910.25,61.80000000000018,0,0,3,1,1,1,1,1,0.65982026,0,High Risk
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.75,19.75,1.0,9.875,9.875,19.75,0.0,1,0,0,1,0,0,0,0,0.65902317,0,High Risk
1,0,0,0,18,1,2,1,0,0,0,0,2,0,0,0,0,84.3,1537.9,3.0,21.075,4.436842105263158,1517.3999999999999,-20.500000000000227,0,0,2,1,0,1,1,0,0.65665853,0,High Risk
0,0,1,0,52,1,2,1,0,2,0,2,2,2,0,1,1,102.7,5138.1,6.0,14.671428571428573,1.937735849056604,5340.400000000001,202.30000000000018,0,1,4,1,0,1,0,0,0.6562558,0,High Risk
0,0,1,1,14,1,0,1,0,0,0,0,0,0,0,0,2,70.2,1046.5,1.0,35.1,4.680000000000001,982.8000000000001,-63.69999999999993,0,0,2,1,1,1,1,1,0.6559238,0,High Risk
0,1,1,0,17,1,2,1,2,0,2,0,0,0,0,1,0,85.35,1463.45,4.0,17.07,4.741666666666666,1450.9499999999998,-12.500000000000227,0,0,2,1,0,0,1,0,0.65569013,1,High Risk
1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,3,44.55,220.75,1.0,22.275,8.91,178.2,-42.55000000000001,1,0,0,1,0,1,1,0,0.6513653,0,High Risk
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,44.15,44.15,1.0,22.075,22.075,44.15,0.0,1,0,0,1,0,1,1,0,0.6495602,1,High Risk
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.5,20.5,1.0,10.25,10.25,20.5,0.0,1,0,0,1,0,0,0,0,0.64915085,0,High Risk
1,0,0,0,38,1,0,1,0,0,0,0,0,0,0,1,1,69.5,2625.25,1.0,34.75,1.7820512820512822,2641.0,15.75,0,0,3,1,0,1,1,0,0.64889055,0,High Risk
0,1,0,0,19,1,0,1,2,2,0,2,2,2,0,1,3,105.0,2007.25,6.0,15.0,5.25,1995.0,-12.25,0,0,2,1,0,0,0,0,0.6480914,0,High Risk
1,1,0,0,45,1,2,1,0,0,0,0,2,2,0,1,0,93.9,4200.25,4.0,18.78,2.0413043478260873,4225.5,25.25,0,0,3,1,0,1,1,0,0.6478737,0,High Risk
0,1,0,0,3,1,0,1,0,0,2,0,0,0,0,0,2,73.85,196.4,2.0,24.616666666666664,18.4625,221.54999999999998,25.149999999999977,1,0,0,1,1,1,1,1,0.64738876,0,High Risk
0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,1,2,54.9,54.9,3.0,13.725,27.45,54.9,0.0,1,0,0,1,1,0,1,0,0.6443969,1,High Risk
1,0,1,1,43,1,2,1,0,0,2,2,2,2,1,1,1,104.3,4451.85,6.0,14.9,2.3704545454545456,4484.9,33.04999999999927,0,0,3,0,0,1,0,0,0.6437095,0,High Risk
0,0,1,0,20,1,0,1,2,2,0,2,2,0,0,1,2,96.55,1901.65,5.0,16.091666666666665,4.597619047619047,1931.0,29.34999999999991,0,0,2,1,1,0,0,0,0.64364296,0,High Risk
1,0,0,0,3,1,0,0,0,0,0,2,0,0,0,1,3,50.5,147.75,2.0,16.833333333333332,12.625,151.5,3.75,1,0,0,1,0,1,0,0,0.64170516,0,High Risk
1,1,0,0,68,1,2,1,0,2,2,0,0,2,0,1,2,95.9,6503.2,5.0,15.983333333333334,1.3898550724637682,6521.200000000001,18.00000000000091,0,1,4,1,1,1,1,1,0.63926256,0,High Risk
0,0,0,0,60,1,2,1,0,2,2,0,2,2,0,1,2,105.9,6396.45,6.0,15.12857142857143,1.736065573770492,6354.0,-42.44999999999982,0,1,4,1,1,1,1,1,0.6381073,1,High Risk
0,1,0,0,20,1,2,1,2,0,0,0,0,0,0,1,2,79.15,1520.9,3.0,19.7875,3.7690476190476194,1583.0,62.09999999999991,0,0,2,1,1,0,1,0,0.63740844,1,High Risk
1,0,0,0,11,1,0,1,0,0,2,0,0,0,0,0,2,72.9,818.45,2.0,24.3,6.075,801.9000000000001,-16.549999999999955,0,0,1,1,1,1,1,1,0.6368735,0,High Risk
0,0,0,0,4,1,2,0,0,0,0,2,2,0,0,1,3,64.4,253.0,4.0,12.88,12.88,257.6,4.600000000000023,1,0,0,1,0,1,0,0,0.63647777,0,High Risk
1,1,0,0,18,1,2,1,0,2,0,0,0,0,0,1,1,80.55,1411.65,3.0,20.1375,4.239473684210526,1449.8999999999999,38.24999999999977,0,0,2,1,0,1,1,0,0.6363232,0,High Risk
0,0,1,1,5,1,0,1,0,0,0,0,0,0,0,0,1,69.95,320.4,1.0,34.975,11.658333333333333,349.75,29.350000000000023,1,0,0,1,0,1,1,0,0.63341516,0,High Risk
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.65,19.65,1.0,9.825,9.825,19.65,0.0,1,0,0,1,0,0,0,0,0.6325547,0,High Risk
1,0,0,1,49,1,2,1,2,2,2,0,2,2,1,1,1,109.2,5290.45,7.0,13.65,2.184,5350.8,60.350000000000364,0,1,4,0,0,0,1,0,0.6323905,0,High Risk
1,0,0,0,13,1,0,1,0,2,2,0,0,0,0,1,2,79.8,973.45,3.0,19.95,5.7,1037.3999999999999,63.94999999999982,0,0,2,1,1,1,1,1,0.6321788,1,High Risk
1,0,0,0,68,1,2,1,2,2,2,2,2,2,1,1,1,117.2,8035.95,8.0,13.022222222222222,1.6985507246376812,7969.6,-66.34999999999945,0,1,4,0,0,0,0,0,0.6318014,0,High Risk
0,0,0,0,46,1,2,1,0,0,0,0,2,2,0,0,0,96.05,4399.5,4.0,19.21,2.043617021276596,4418.3,18.800000000000182,0,0,3,1,0,1,1,0,0.62864065,1,High Risk
1,0,0,0,12,1,0,1,0,0,2,0,2,2,1,0,2,95.7,1184.0,4.0,19.14,7.361538461538462,1148.4,-35.59999999999991,0,0,1,0,1,1,1,0,0.6285158,0,High Risk
1,0,1,0,51,1,2,1,0,2,2,0,2,2,1,1,0,106.8,5498.8,6.0,15.257142857142856,2.0538461538461537,5446.8,-52.0,0,1,4,0,0,1,1,0,0.62562007,0,High Risk
0,0,0,0,15,1,0,1,2,0,0,0,2,0,0,0,2,86.2,1270.2,3.0,21.55,5.3875,1293.0,22.799999999999955,0,0,2,1,1,0,1,0,0.62438273,1,High Risk
1,0,1,0,29,0,1,0,0,0,0,0,2,2,0,1,2,45.9,1332.4,2.0,15.299999999999999,1.53,1331.1,-1.300000000000182,0,0,3,1,1,1,1,1,0.62434155,0,High Risk
0,1,0,0,35,1,0,1,0,0,0,0,0,0,0,0,2,70.55,2419.0,1.0,35.275,1.9597222222222221,2469.25,50.25,0,0,3,1,1,1,1,1,0.62379855,0,High Risk
1,0,0,0,13,1,2,1,2,0,0,0,2,2,0,0,3,98.15,1230.25,5.0,16.358333333333334,7.010714285714286,1275.95,45.700000000000045,0,0,2,1,0,0,1,0,0.6237559,1,High Risk
1,0,0,0,6,1,0,1,0,0,0,0,0,0,0,1,2,69.1,435.0,1.0,34.55,9.87142857142857,414.59999999999997,-20.400000000000034,1,0,0,1,1,1,1,1,0.6225781,0,High Risk
0,0,0,0,35,0,1,0,0,0,0,0,0,0,0,0,2,24.15,812.5,0.0,24.15,0.6708333333333333,845.25,32.75,0,0,3,1,1,1,1,1,0.62218225,0,High Risk
0,0,0,0,47,1,0,1,2,0,2,2,2,2,1,1,2,103.7,4730.6,6.0,14.814285714285715,2.160416666666667,4873.900000000001,143.30000000000018,0,0,3,0,1,0,0,0,0.6218215,0,High Risk
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,20.7,20.7,1.0,10.35,10.35,20.7,0.0,1,0,0,1,1,0,0,0,0.6211284,0,High Risk
0,0,0,0,40,1,2,1,0,0,2,2,2,2,1,1,1,105.95,4335.2,6.0,15.135714285714286,2.5841463414634145,4238.0,-97.19999999999982,0,0,3,0,0,1,0,0,0.6207712,0,High Risk
1,0,1,1,13,1,2,1,0,0,0,0,0,0,0,1,1,74.4,896.75,2.0,24.8,5.314285714285715,967.2,70.45000000000005,0,0,2,1,0,1,1,0,0.62026316,1,High Risk
1,1,1,0,24,1,2,1,2,0,0,0,0,0,0,1,2,78.85,1772.25,3.0,19.7125,3.154,1892.3999999999999,120.14999999999986,0,0,2,1,1,0,1,0,0.6202325,1,High Risk
0,1,0,1,33,1,2,1,0,2,2,0,2,2,0,1,0,105.35,3465.05,6.0,15.049999999999999,3.0985294117647055,3476.5499999999997,11.499999999999545,0,0,3,1,0,1,1,0,0.6200332,0,High Risk
1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,20.05,20.05,1.0,10.025,10.025,20.05,0.0,1,0,0,1,0,0,0,0,0.6187972,0,High Risk
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.35,20.35,1.0,10.175,10.175,20.35,0.0,1,0,0,1,0,0,0,0,0.6180333,0,High Risk
1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,3,50.15,50.15,2.0,16.716666666666665,25.075,50.15,0.0,1,0,0,1,0,1,1,0,0.6161859,0,High Risk
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,0,20.2,20.2,1.0,10.1,10.1,20.2,0.0,1,0,0,1,0,0,0,0,0.6153707,1,High Risk
1,1,1,0,24,0,1,0,2,0,0,0,0,2,0,0,0,39.1,971.3,2.0,13.033333333333333,1.564,938.4000000000001,-32.899999999999864,0,0,2,1,0,0,1,0,0.615291,1,High Risk
0,0,0,0,22,1,0,0,2,0,0,0,0,0,0,1,2,49.8,1049.05,2.0,16.599999999999998,2.1652173913043478,1095.6,46.549999999999955,0,0,2,1,1,0,1,0,0.6137903,0,High Risk
0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,25.25,58.9,0.0,25.25,6.3125,75.75,16.85,1,0,0,1,1,1,1,1,0.6097673,1,High Risk
0,0,1,0,6,1,2,0,0,0,0,0,0,0,0,0,2,50.35,314.55,2.0,16.783333333333335,7.192857142857143,302.1,-12.449999999999989,1,0,0,1,1,1,1,1,0.60929585,0,High Risk
0,1,0,0,42,1,2,0,0,0,2,0,0,0,0,0,2,55.65,2421.75,3.0,13.9125,1.294186046511628,2337.2999999999997,-84.45000000000027,0,0,3,1,1,1,1,1,0.60882086,0,High Risk
0,0,0,0,55,1,2,1,0,0,0,0,0,0,0,1,2,73.1,4144.9,2.0,24.366666666666664,1.3053571428571427,4020.4999999999995,-124.40000000000009,0,1,4,1,1,1,1,1,0.60807145,0,High Risk
1,0,1,0,10,1,0,1,0,0,0,0,0,0,0,1,2,70.3,738.2,1.0,35.15,6.390909090909091,703.0,-35.200000000000045,0,0,1,1,1,1,1,1,0.60705477,1,High Risk
1,1,0,0,30,1,2,1,2,0,0,0,0,2,0,1,1,90.5,2595.85,4.0,18.1,2.9193548387096775,2715.0,119.15000000000009,0,0,3,1,0,0,1,0,0.6062515,0,High Risk
1,0,1,0,50,1,2,1,2,0,2,0,2,2,1,1,2,103.95,5231.3,6.0,14.85,2.038235294117647,5197.5,-33.80000000000018,0,1,4,0,1,0,1,0,0.6059291,0,High Risk
1,0,0,1,13,1,0,1,0,0,0,0,2,0,0,1,1,78.3,1033.95,2.0,26.099999999999998,5.5928571428571425,1017.9,-16.050000000000068,0,0,2,1,0,1,1,0,0.6050873,0,High Risk
0,0,0,0,30,1,2,1,0,0,2,0,2,2,0,0,2,100.45,3096.9,5.0,16.741666666666667,3.240322580645161,3013.5,-83.40000000000009,0,0,3,1,1,1,1,1,0.6049856,0,High Risk
1,0,0,0,1,1,0,0,2,0,0,2,0,0,0,1,2,53.95,53.95,3.0,13.4875,26.975,53.95,0.0,1,0,0,1,1,0,0,0,0.60353404,1,High Risk
1,0,0,0,1,1,2,0,0,0,2,2,0,0,0,0,3,62.05,62.05,4.0,12.41,31.025,62.05,0.0,1,0,0,1,0,1,0,0,0.6026517,1,High Risk
1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,3,29.15,29.15,1.0,14.575,14.575,29.15,0.0,1,0,0,1,0,1,0,0,0.60240036,0,High Risk
0,0,0,0,4,1,0,1,0,2,2,2,2,2,1,1,2,105.65,443.9,6.0,15.092857142857143,21.130000000000003,422.6,-21.299999999999955,1,0,0,0,1,1,0,0,0.60099334,1,High Risk
1,1,1,0,57,1,2,1,0,0,2,0,2,2,0,0,2,100.6,5746.15,5.0,16.766666666666666,1.7344827586206895,5734.2,-11.949999999999818,0,1,4,1,1,1,1,1,0.6003912,1,High Risk
1,0,0,0,3,1,0,1,0,0,2,0,0,0,0,1,1,73.6,232.5,2.0,24.53333333333333,18.4,220.79999999999998,-11.700000000000017,1,0,0,1,0,1,1,0,0.5985402,0,High Risk
0,1,1,0,63,1,2,1,0,2,2,0,2,2,0,1,2,103.5,6479.4,6.0,14.785714285714286,1.6171875,6520.5,41.100000000000364,0,1,4,1,1,1,1,1,0.59728235,0,High Risk
1,1,0,0,54,1,2,1,0,2,0,0,0,2,0,1,2,90.05,4931.8,4.0,18.009999999999998,1.6372727272727272,4862.7,-69.10000000000036,0,1,4,1,1,1,1,1,0.59713894,0,High Risk
1,1,0,0,33,1,2,1,0,2,2,0,0,0,0,1,1,83.85,2716.3,4.0,16.77,2.466176470588235,2767.0499999999997,50.749999999999545,0,0,3,1,0,1,1,0,0.5962771,1,High Risk
1,0,0,0,3,1,0,0,0,0,0,2,0,0,0,1,3,50.25,152.3,2.0,16.75,12.5625,150.75,-1.5500000000000114,1,0,0,1,0,1,0,0,0.5960876,0,High Risk
1,1,1,0,13,1,0,1,0,2,0,2,0,2,0,1,0,89.05,1169.35,4.0,17.81,6.360714285714286,1157.6499999999999,-11.700000000000045,0,0,2,1,0,1,0,0,0.59480214,1,High Risk
1,0,0,0,13,0,1,0,0,0,0,0,0,0,0,1,0,25.15,331.85,0.0,25.15,1.7964285714285713,326.95,-4.900000000000034,0,0,2,1,0,1,1,0,0.5945858,0,High Risk
1,0,0,0,25,1,0,1,0,0,0,0,0,0,0,0,2,69.75,1729.35,1.0,34.875,2.6826923076923075,1743.75,14.400000000000091,0,0,3,1,1,1,1,1,0.59451896,0,High Risk
1,0,1,1,38,1,2,1,0,0,2,0,2,2,0,1,1,101.15,3956.7,5.0,16.858333333333334,2.5935897435897437,3843.7000000000003,-112.99999999999955,0,0,3,1,0,1,1,0,0.594328,0,High Risk
1,0,0,0,6,0,1,0,0,2,0,0,0,0,0,1,1,30.5,208.7,1.0,15.25,4.357142857142857,183.0,-25.69999999999999,1,0,0,1,0,1,1,0,0.59403765,1,High Risk
1,1,1,0,23,1,0,1,2,2,0,0,0,2,0,1,2,90.0,2024.1,4.0,18.0,3.75,2070.0,45.90000000000009,0,0,2,1,1,0,1,0,0.5933032,0,High Risk
0,0,0,0,55,1,0,1,0,2,2,0,0,0,0,1,2,81.55,4509.5,3.0,20.3875,1.45625,4485.25,-24.25,0,1,4,1,1,1,1,1,0.5922408,0,High Risk
0,1,0,0,50,1,2,1,2,2,0,0,0,0,0,1,2,83.4,4113.7,4.0,16.68,1.635294117647059,4170.0,56.30000000000018,0,1,4,1,1,0,1,0,0.59033376,0,High Risk
0,1,0,0,50,1,2,1,0,2,0,2,2,2,1,1,2,106.8,5347.95,6.0,15.257142857142856,2.0941176470588236,5340.0,-7.949999999999818,0,1,4,0,1,1,0,0,0.58972085,0,High Risk
1,0,1,1,27,1,2,1,0,0,0,0,0,0,0,1,0,75.75,1929.0,2.0,25.25,2.705357142857143,2045.25,116.25,0,0,3,1,0,1,1,0,0.58940214,0,High Risk
0,1,1,1,34,1,2,1,0,2,0,0,0,0,0,1,3,79.6,2718.3,3.0,19.9,2.274285714285714,2706.3999999999996,-11.900000000000546,0,0,3,1,0,1,1,0,0.58897763,1,High Risk
1,0,0,0,24,1,0,1,0,0,0,0,2,2,0,1,2,90.35,2238.5,3.0,22.5875,3.614,2168.3999999999996,-70.10000000000036,0,0,2,1,1,1,1,1,0.5862387,1,High Risk
0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,1,44.05,202.15,1.0,22.025,7.341666666666666,220.25,18.099999999999994,1,0,0,1,0,1,1,0,0.5855505,0,High Risk
1,1,1,0,57,1,2,1,0,2,2,0,0,2,0,1,0,95.25,5427.05,5.0,15.875,1.6422413793103448,5429.25,2.199999999999818,0,1,4,1,0,1,1,0,0.5848329,1,High Risk
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.55,19.55,1.0,9.775,9.775,19.55,0.0,1,0,0,1,0,0,0,0,0.5848098,0,High Risk
0,1,0,0,34,0,1,0,0,2,2,0,2,2,0,1,2,56.25,1765.95,4.0,11.25,1.6071428571428572,1912.5,146.54999999999995,0,0,3,1,1,1,1,1,0.5821679,0,High Risk
1,0,0,0,46,1,2,1,2,0,0,0,2,0,0,1,1,89.15,4245.55,4.0,17.830000000000002,1.896808510638298,4100.900000000001,-144.64999999999964,0,0,3,1,0,0,1,0,0.57645607,0,High Risk
1,1,0,0,2,1,0,1,0,2,0,0,0,0,0,1,2,74.7,165.4,2.0,24.900000000000002,24.900000000000002,149.4,-16.0,1,0,0,1,1,1,1,1,0.5756449,1,High Risk
1,0,1,0,4,1,0,1,0,0,0,0,0,0,0,0,2,70.5,294.2,1.0,35.25,14.1,282.0,-12.199999999999989,1,0,0,1,1,1,1,1,0.5747863,0,High Risk
1,0,1,0,1,1,0,0,2,0,2,0,0,0,0,0,3,55.7,55.7,3.0,13.925,27.85,55.7,0.0,1,0,0,1,0,0,1,0,0.57221913,0,High Risk
1,1,0,0,46,1,0,1,2,0,0,0,0,2,0,0,2,85.0,3969.4,3.0,21.25,1.8085106382978724,3910.0,-59.40000000000009,0,0,3,1,1,0,1,0,0.5714481,1,High Risk
0,0,1,0,47,1,2,1,2,2,2,0,2,0,0,1,2,98.75,4533.7,6.0,14.107142857142858,2.0572916666666665,4641.25,107.55000000000018,0,0,3,1,1,0,1,0,0.57094574,1,High Risk
